1	ACBCBCACB
1	ACACACBAB
1	BCBCBCBCB
0	ACBCBCBCB
0	BCACACACB
1	BAACACACB
1	ACBCBCBCB
0	AABCAAACA
0	AAAAAAACB
0	BCBCBCBCA
0	BCBCBCAAB
0	BCBABABCB
0	BABABAACB
0	ACAAACACA
0	BCBABABAA
1	ACAAAAAAA
0	BCBCBCAAA
0	ACAAACAAA
1	AAAABCBAA
1	BCBCBCBCA
0	AAAAAABCA
1	BCBCBCBCB
1	ACAABABCA
1	ACACAAACB
0	AABAAABAA
1	AABAACBAB
0	BCBCBCBCA
1	AAAAAAAAA
1	AAACBAACB
1	AABABCAAB
0	BAAAACAAA
0	BCBABCAAB
0	ACAAAABAA
0	BABCACBCB
1	ACAABCAAB
1	BCBCBCBCA
0	BCBCBCBCB
0	BABCBABAB
0	BAAABCBAA
1	ACBCBCAAB
0	BAACBABCB
0	BAAAAABAA
1	ACBCACBAB
0	BABCAABCB
0	AABCBCBCB
0	BCBCBCBCB
0	BAAABCAAB
0	ACACACAAB
0	AAAAAAAAA
1	BCBCBCBAB
0	BABABCBCB
0	ACAAAAAAB
1	BCBCBCBCB
1	AAAAAAAAA
0	AAAAAAAAA
1	BABCBCBAB
0	AAAAAAAAA
1	ACAAAAAAA
1	AAACBCBCA
1	BCBCBCBAA
0	AAAABAACA
0	BCBCACBAA
0	BCBCBCACA
1	AAAAAAAAA
1	ACBAACACB
0	AAAAAAAAA
0	ACAABAAAA
0	ACACBABCA
0	ACBCACAAA
0	AABAAAAAA
1	AAAAAAAAA
0	BCAABCBAA
0	AAAAACAAB
0	BCACACAAA
0	ACBCBCACB
0	AAAAAABAB
0	BCBCBCBCB
0	AAAABABCA
1	AAAAAAACA
0	BCBCBCBAB
0	BCBABAAAB
0	BCACAAAAA
0	BCBCBCBCB
1	ACBABCAAB
1	BAAABABAA
1	BCBCBCBCB
1	BCBABAACA
0	ACBAACBCA
1	BCAAACBCA
0	BAACBCBCA
1	BCBCBCBCB
1	BCBAAABCB
0	AAAABAAAA
1	BCBAACBCB
1	AAAAAAAAB
0	BCACBABCA
0	AABCAAAAA
1	ACAAAAAAB
1	BCAAACBAA
0	AAAAAAAAA
1	BCBCBCBCB
1	AABCACBCA
0	BCACAAAAB
1	AAAAACACA
1	BABABABCB
0	BABCAAACB
1	AABAAAAAA
1	AABCBCBAA
0	AAAAACACB
1	BABCBABAA
0	BCBCBCBCB
1	AAAAACAAA
0	BCBCBCBCB
0	BABABCBCB
0	BABAAAAAA
1	AAAAAAAAA
0	AABAAABAA
1	ACACAABCB
0	ACAABAAAA
1	AAAAAAAAA
1	ACBABCAAA
1	AAAAAAAAB
1	ACBCAABCA
1	ACACBABCB
0	BABCBCBCB
0	BCBCBCBCB
1	AAAAAAAAA
1	AAAAAAAAA
1	AAAAAAAAA
0	BCBCAAACB
1	AABCAAAAA
1	ACACAAACA
1	BCBCBCBCB
1	BABCBCBAB
0	AAACBCBCB
0	BABCBCACA
1	AAAAAAAAA
0	ACBAACAAB
0	BCACBCBCB
0	ACAAAAACA
0	BCBCBCBCB
0	BCBCBCBCB
1	ACBCAAACB
1	BCAAAAAAA
0	BCBABCBCB
0	BCBCBCBCB
0	BCBABCBAB
1	BCBCBCBAB
1	AABCBAAAA
1	AABAAAACB
1	BCACBCBCB
0	BCBCAABCB
0	BAACBAAAA
1	BCBCBCBAB
0	ACBCACBCB
0	ACBAACBAA
1	ACAAAAAAA
1	BCAABAAAB
0	BABABCBCA
0	AABABAACA
0	BAAABAACA
0	BCBCBCBCB
0	BABCBABCB
1	BCAAACACA
1	AABCBCBCA
1	AAAAAAAAA
0	BCBCACBCB
0	BABCBCAAA
0	BCBCBABCB
0	BCBCBCBCB
1	AAACBABAA
0	BCBABCBCB
1	BCBABCBCA
1	BCBCBABAB
1	AAAAAAAAA
0	BCBCBCAAB
0	BCBCBCBCB
0	ACBCBCBAB
0	ACAABAAAA
0	BCBCAAACB
0	ACACBCBCB
0	AABAAAAAA
0	ACBCBABAB
1	BCBCAABAB
1	AAAAAAAAA
1	BCACBCACB
1	BCBCACBCB
0	ACAAACAAA
1	AABCAABCB
1	AAAAAAAAA
0	ACAAAABAA
0	BCAABCACA
0	AAAAACBAB
1	AAAAAAAAA
0	AABAACBCB
0	BCACBCBCB
1	ACBCBCBCB
0	AABABABAA
0	AAAAACAAA
0	BAAAAAAAA
1	ACBCBCBCB
1	AAAAAAAAB
1	AABAAAACB
0	AAAAAAAAA
0	BCBCBCBAB
0	AAAAAAAAA
0	BCBCBCBCB
0	AAAAAAAAA
0	AAACAABAA
0	BABCBCACB
0	BCBCACBCB
0	BCACACBCB
0	BAACBABCB
1	ACBCBCBCB
0	ACACAAACA
1	AABAACAAA
1	BCBCBCBAA
1	BCBCBCBCB
1	AAAAAAACB
0	BCACBCBCA
1	ACAAACACA
0	BCBCACBCB
0	BAACBCBCB
1	AAAAAAAAB
1	AAAAAAAAA
1	BAAABCAAB
1	AAAAAABCA
1	AAAABAAAA
1	AAAAAAAAA
1	ACBCACBCA
1	AAAAAAACB
1	ACBABAAAA
0	BABCBCACB
1	AAAABCBAA
0	AAAAACAAA
0	AAAAAAAAA
0	ACAAAAAAA
0	BCBAACBCB
0	ACAAAAAAA
0	BCACBCBCB
0	AAAAAAAAA
1	ACACACAAB
0	BCBCBCBCB
1	ACBCBCBAB
0	BCBCBCBCB
0	AAAAACAAB
1	ACACBCBCB
1	BCBCBCBCB
0	ACAAAAAAB
1	ACBABAAAB
1	BCACBCBCB
0	BCBCBABCA
1	AAAAAABAA
0	BCACBCBCA
1	ACAABCAAA
1	ACBCBCBAB
1	BCACACBAA
0	BABCBABAA
1	ACACBAAAA
1	ACBABABAB
1	BABCBABCB
0	ACACAAAAA
1	AABAAABAA
1	BAACAABCA
0	BAAABAAAA
1	AAACBAAAA
0	BCBABCBCB
1	AAAABCACA
1	ACACACACB
1	AAACBCACA
0	BCBCBCBCB
0	BCBCBCBCB
1	BCACAAACB
0	ACACBABAB
1	BCACACACA
0	ACBCBCBCB
1	BCBCAABCB
0	BCACBCBCB
1	BAACAAACA
1	BCBCBCBAB
1	BCBCBCBAB
1	BCBCACAAA
0	BCBCACBCB
0	ACBCBCBAB
0	BCBCBCBAB
1	BAAABCBCA
1	AAAAAAAAA
0	ACACACBAB
0	ACBAAABCA
1	AABCBCBAA
0	BCBCBCBCB
1	BAACAAACB
0	AABCAAACA
0	BAAAACBAA
0	ACAAAAAAB
0	BCBCBCBAB
1	BCBAAABCA
0	AAAAAAAAB
1	BCBCBCBCB
1	AABAAABCB
0	ACBCBCBAB
1	BCAAACBCA
1	AAACACBCB
1	AAACBAAAB
1	BAAAAABCA
1	AAAAAABCA
0	AAAABAACB
1	BCACBCACB
0	BCBCBCBCB
0	BAACAAACA
1	BCBCBCBCB
1	AABAACBCB
0	AAAAAAAAA
1	ACACBCBCA
1	BCBCBCBCB
1	ACBCAABCA
1	BABCBCAAB
1	BCBCBCBCB
1	BABCBCBCB
1	AAAAAAAAA
1	AAAAACAAB
0	BCACBCACB
0	BCBCBCACA
1	BCBCBCBCA
1	AABCBCACB
0	BCBCAABAB
0	BAAAAABAA
0	BCBCBCBCB
1	AABCBCBCB
0	AABAAABAA
1	AAAABAAAA
0	BCBABAAAA
1	ACACBAACB
0	ACAAAAAAA
0	BCBCBCBCB
1	BCBCBCBCB
0	AABCAAAAB
0	BCBCBCBCB
1	BCBCBCBCB
0	BCBCBCBAB
1	AAAAAAACA
1	BABCBCACA
1	AAAAAAAAA
0	BAAAACAAA
1	AAAAAAAAA
0	ACBCBABAB
0	AAAAAABAB
0	BCACBCBCB
0	AABABAAAB
0	ACBAACBAA
1	BCBCBCBCB
0	BCBCBCBCB
0	AAAAAAACA
1	BCBCBCBAB
0	BABAACBAA
0	AAAABAACA
1	AAAAAABCA
0	BCAABCBCB
0	BAACBAACB
1	AABCBCBCB
0	BCBCACBCA
1	ACBAACACB
0	BAACACBAA
1	BABCBCBCB
1	ACAAAAAAA
1	BCBCBCACB
0	BCBCBABCB
1	BABCBABAA
0	AABABAAAA
1	BCBCBCBCB
1	BABCACBCB
0	BCBCBCBCA
1	ACAABCBAA
0	ACBCBCACB
1	BCBCACBCB
1	BCBCBCBCB
1	ACAAAAAAA
1	BABCBABCB
1	BCBCBCBCB
0	AAACAAAAA
1	BAAABABAA
1	ACACACBCB
1	BCAABCBCA
0	BCBCBCBCB
1	ACAABAAAB
1	ACBCBCBCB
0	AAAAAAAAA
0	AABABAAAA
1	ACACBABAA
0	BCBABCBCB
0	BCBCBABCB
1	BCBCBCBCA
0	ACBAAAAAB
0	AAAABABAA
1	AABCAAAAB
0	AAAAAAAAA
0	AAAAAABAA
0	BCBCBCBCB
0	AAAAAAAAA
0	ACBCBABCA
1	BCACBCBAA
1	BCBCBABAA
1	BCBCBCBCA
0	BCBCBCBCB
0	BCBCBCBCB
0	BABCACBCB
1	AABAACACA
1	BCBCBCBCB
0	ACAAAAAAA
1	AAAAAABAA
1	AAAAAAAAA
0	BCBCBABCB
1	BABABAAAA
0	BCBAAAAAB
0	AAAAAAAAA
1	ACAAAAAAB
1	BCBCBCBAB
0	AABAAAACA
1	BCBCBCBCB
1	BABABCBAA
0	BCBCBCBCB
1	AAAAAAAAA
0	BAAAACAAA
0	BAAAAAAAA
1	AAAAAAAAB
0	ACAAACBAA
0	ACBCBAAAB
0	ACBAAABAA
0	BCBCBCBCB
0	AABCBAAAB
0	BCACBAACB
1	BABABCBCA
1	ACACACBCB
0	BAACAABCB
0	AAACBAAAA
0	BAAAAAACA
1	BCAAACBCB
0	BCBCBCACB
1	AAAAACAAA
0	BCBCBCBCB
1	BCBCBCBCB
0	AAAABABCB
0	ACBABCBCB
1	BCBCBCBAB
1	BAAABABCA
0	BAACACACB
1	BCBCBCBCB
0	BCBCBCACB
0	BCACACBCA
1	BCBABCBCB
1	BCBCBABCB
0	ACACBABCB
0	AAAAAAAAA
1	BCBABCBCB
0	BCBCAAACA
1	AAAAACBAA
0	BCBCBCBCA
0	ACACAABAA
1	AAACAABAB
1	ACAAAAAAB
1	BCAABCBAA
1	AAAABAAAB
1	BAACACACA
0	ACAABCBCB
1	BAACBABAB
1	AAAAAAACB
1	AABAAAAAA
1	AAACACBAB
1	AAAAAABAA
0	ACACBCBCB
1	ACACACACA
0	ACACACBCA
1	BABAAAAAA
1	AAAABCAAA
1	AAAAAAACB
1	BCBCBABCB
0	AAAAAAAAA
1	AAACAAAAA
1	AAAAACAAA
0	BAAAACAAB
1	BABAAAAAA
1	ACACAAAAA
0	AAAAAAAAB
1	AAAAACBAA
1	AAACBCACA
0	AAAAACAAA
1	AABAACAAB
0	BAACACBCA
1	BCAABCACB
0	ACBCACAAA
1	AAACACAAB
0	BCBCBCACB
1	AAACAAAAA
0	BABABCBCB
1	BABCBCBCB
0	BABCACACB
0	AAAAAABAA
1	AAAAAAAAA
0	BCBCBCBCB
0	BCBCBCBCB
0	BCBCAABAB
0	BCACAAACA
1	AAAAAAAAA
0	AABCAAAAB
1	ACBAAABCB
0	BCBCBCBAB
0	AAAAAAAAB
1	BCBABABCA
1	AABAACBCA
0	AAAABAAAA
1	ACACAAACA
1	BCAABCBAB
1	BABABCACA
0	AABAAAAAA
1	BCBABABAB
1	AABAAAAAB
0	BCBCAABAB
0	AABABABAB
1	ACBCBCBCB
0	ACACBCAAB
1	AABABAAAA
1	BABCACAAB
1	AAACBABCA
0	AABCBCBAA
0	AABAACBCB
0	AABAAAAAA
0	ACBCBCBAB
0	BAACBCAAA
1	AAAAAAAAA
0	BCBCBCBCB
1	BAAABCACA
0	BABCBCBCB
0	AAAAAAAAA
0	BCAAAAAAA
0	BABABCBAB
1	AAAAAAACB
1	AAAABCAAA
1	ACBCAABAB
1	AAAAAAAAA
0	AAAAAABCA
1	AAAABAAAB
1	BABABAACB
1	BCBCBCBCB
1	AAACACBAB
0	BABCBCBAB
1	BCBCBCBCB
0	BABABABAB
1	AAAAAAAAA
0	BCBCBCAAA
1	ACACAAAAA
1	ACAABAAAA
1	AAAAAAAAA
0	BCBCBCBCB
0	AAAABABAA
1	BCACAAACA
0	ACBCBABAB
1	BABCBCAAB
0	BCBCBCBCB
0	AAAAAAAAA
1	BABAAABAB
0	AAAABAAAA
1	AAAAAAAAA
1	AAAAAAAAB
1	BABCACBCB
0	BABAAABAA
1	BCBCBAACA
1	ACBAAABAB
0	ACACAAAAB
1	BABABABCB
0	AABAAAAAA
0	BCBCBCBCB
1	AAAAAAAAA
0	ACBAAABCA
1	ACBCAABCB
0	BCBCBCBCB
0	AAAAAAAAA
0	BABABABCA
0	BCBCBCBCB
0	AAAAAAAAA
1	BCAABCBAB
1	BABABAACB
0	AAAABAAAB
1	AAAAACAAB
1	ACBCBCBAB
0	AAAABABAA
0	BCACBCBAB
0	AABAAAAAB
1	AAAAAAAAB
1	BAAABCAAA
1	BCBCAAAAA
1	BABCACBCA
1	AAACBCACB
1	BCBCBCBCB
0	BABCBCBCB
0	BCBCBCBCB
1	BABCBCACB
1	BAACBCACB
1	AAACACAAB
1	BCBAAAACB
1	BCBCBCBCB
0	ACBAAABCA
0	ACACACBAB
1	BCAAAAAAB
1	ACBAACBAB
0	BABABCBAB
0	ACBCBABCB
1	AAAAAAAAA
1	AAAAAAAAA
1	BCAABAAAA
0	AAAABAAAA
0	AAAABAAAA
1	AAAAACAAB
0	ACBCBCAAA
0	AABABAAAA
1	BCBCBABAB
0	AAAABAAAA
0	BCBABCBCB
0	BCBCBCBCB
0	AAAABAAAB
1	BAACACAAB
0	AAAAAABAA
0	BABABCBCB
1	AAAABCAAB
0	AAAABCACB
0	AAAABAAAA
0	AAAAAAAAA
0	BAACAABAB
1	ACACBABAA
0	AAAABABAA
0	BCBCBCBCB
1	BCBCBCBCB
0	BAACACBAA
1	AAAAAAAAA
0	AAACBAAAA
0	AABAAAAAA
1	AAAAAAACB
0	AAACAABCA
1	BCBCBCBCB
0	AAACAABAA
1	ACBCACBAA
1	AABABABAA
0	AABCBAAAB
1	ACACBCBAA
1	AAACAAAAA
0	BCBCBABCB
1	AAAAACACA
0	ACBCACACA
0	AABABCAAA
0	BAAABAAAA
1	BCBCBAACB
0	BABCBCBCB
1	ACACBCAAB
1	BABCBABCB
0	BCBCBCBCB
0	ACBCBCBCA
0	ACACBCBAA
0	ACBCBCACB
0	AAAAAAAAA
1	ACBABABCB
0	BABCBCBCB
1	BABAAAACB
0	BCBABCBAA
0	BCACBABAB
0	AABCBCBCA
1	BCBCBCBCB
0	ACBCBABAA
1	BABCBCBCA
1	AABAAAAAB
1	BABCBAACB
1	BAACBCBAB
0	AAAAAABAA
0	AAAABAAAA
1	AAAAACAAA
0	BCBCBCBCB
0	AAAAAAACA
0	BCACBCBCB
0	BCBCBCBCB
1	AAAAACAAA
0	BABCBCBCA
0	BCBABCBCB
0	AAAABCBAB
0	AABAAAACB
0	ACACAABAB
0	BCBCACAAB
1	BCBAACAAB
1	ACACACBAA
0	AAACACAAA
1	AAAAACBCA
0	AAAAACACB
0	BCBCBAACB
1	AABAAAAAA
0	AAAAAAAAA
0	AAACAAAAA
1	BCBCBCBCB
1	BCBCBCBCB
1	AABABCBCA
1	ACBAAABCA
0	BCAABCBAB
1	BCACBCBAA
1	AAAAAAACA
0	BCBABCBCB
0	BCBCBCACA
1	ACAABCAAB
0	ACBCBCBCA
1	BCBCBCAAB
1	BAACAAAAA
0	ACBAAAAAA
1	BABCBCBCB
1	AABAACACB
0	BAAAAAAAA
1	AAAAAAAAA
0	BAAABABCB
0	BCBCACBCB
0	BABCBAAAA
1	BABCBCAAB
1	BCBCACBCA
1	BCBCAABCB
0	BCBCACBAB
1	AAAAAAACA
0	BCBCBCBCB
1	AABAAAAAA
1	AAAAAABAA
0	BCBCBCACA
1	AAAABAAAA
0	BCBCBCBAB
0	BAAAAABAB
1	AAAAAAAAB
1	AABAAABCB
1	BCBCBCBCB
0	BCBCBCBCB
0	BCAAACBCB
1	BCAABABCB
1	ACACACAAA
0	BAAAACAAA
1	ACBABCACB
0	BCACAAACB
0	AAAAAAAAA
1	BCBCBCBCB
1	ACBCAABCB
0	BCACBCAAB
1	BCBCBCBCB
1	BCACBCBAB
1	AAACAAACB
0	AAACBCAAB
0	BAAAAAAAA
1	BCBABCBCB
1	BAAAACBCB
0	AAAAACAAA
0	AAACAAAAA
1	ACACAABCA
1	BABCBAAAA
1	BCBCBABCB
1	BABCBCBCA
0	AABABABAB
1	BCACBABCA
1	AAAAAABAA
0	BCBCBCBCA
1	AABABABCA
0	AABAAAAAA
1	BCBCBCBAB
1	BCACAABCB
0	BABCBCBCA
0	BAAABAAAB
0	BCBCBCBCB
0	AAAAAAAAA
0	AAAAAAAAA
0	AAAAAAAAB
1	BCBCBCBCB
1	AAAAACACA
1	ACBCBCBCB
1	AAAABAAAB
1	ACACAAAAB
1	AAAAAAAAA
1	ACAAAAACA
0	AAAAAAAAA
1	BABAAABCB
0	ACBCBAACB
