0	-1.9439589629657381,-0.6849915243417755,-0.9522896138252138,-1.8009110952854466,-1.677960142250083,-1.4029822060411443,1.1652330890142277,0.17989892699947715,-0.9588909161188987
1	0.013116369592361312,0.8143119424866277,-0.3901947632007675,0.11126500031699435,-1.0812527906886116,0.1420697983312966,1.349467285133134,0.4067075498884747,1.1827087179768943
0	-0.3643920428683764,0.10683704788726484,1.437577376000363,0.888646243373833,0.14414042298506138,1.1811644242129085,-1.06749365970254,-0.10992499762203128,0.1850348864259063
1	-0.5258439432475939,-0.7005614454096475,-0.04502296614226875,-1.0764153878006144,-0.3944382913227762,-1.4208689253279905,-0.744150334054156,1.5328045681587041,-0.735091054365961
1	0.3466247457625554,0.9347337004891748,1.1841360776846155,0.34629414349931553,-0.9403434902056075,0.8838076839805582,-1.0835388206597367,-0.07554372536964155,-1.7249958013722486
1	-0.5407298781996182,0.9909472657200097,0.7168911510880475,0.643405135500122,0.2791551549120266,0.030258646491646796,1.1401115061280636,-0.036950419597595374,0.03970492715317576
0	-0.7688245149515219,0.341157404669895,0.10562654807452171,-0.3112047416113613,0.0679565089266194,-0.5928674049269886,0.7734535456104765,0.5028672854776909,0.0819233682815333
1	-1.1838456157660153,1.1794630804481134,-1.2170904320446296,0.19785993722835193,1.3949043607355143,-0.5208107623408114,-0.4079343584399264,0.7486469008148225,-0.8208230018702419
1	-0.8407364173509786,-0.8758299459528484,-0.7233524204679453,0.24031904114985386,0.0017988401492651902,0.5973651107677788,0.4083567988719835,-1.08091838088501,0.03364739643714354
1	-0.32543602365520663,-0.5311073916973305,-0.956411731333727,-1.3278734376789234,0.6915853639531234,0.6048356838502225,-0.7519516747886837,0.7115961149850247,-0.30456279542223647
1	0.029728426361949355,0.3643894461912132,0.5225747759015129,-0.5199408197314691,-0.3935549048854016,-0.4519451577909005,-1.062396166664097,0.32904765456394947,-0.22150522748706553
0	0.36734854102727504,-1.1835578832549167,-0.2211888646057643,-2.087832231755114,0.6304722056205894,-1.984496474472116,-0.7977695609938084,2.3954469797213496,-0.9362275138385486
0	0.3453945715959963,0.18839191310283124,0.30579887625130986,0.7075730408904558,0.09812058389498322,-0.4696666576654934,-0.3371895333974722,0.08404448028155077,-1.2329472859770279
1	-1.140395128080595,-0.10866926851170496,0.40160109593325877,-1.1326641483833293,0.43481704522702547,0.0064395735403790354,-0.5430149601765661,0.39658060250432764,-1.2980244632402862
1	1.7775430729869497,0.7149247694305028,0.6038833538774719,-0.4715705692816356,0.3985130028209281,-1.20327358843301,-0.5216734143372179,-0.7521657105653614,-0.41191847957442407
0	0.24131085409135677,-2.3096610727452322,1.4130467343899893,0.4244242735243941,-0.013007323427793918,-0.1814225025918061,-0.6241574843793939,-0.9224194999545757,-0.39489572156836694
0	-0.05357620652842802,0.24601278983461106,-1.2285819783834477,-2.3766084067782702,1.1584630154056965,0.6757009372364012,0.3230143483764047,1.252995808833783,0.731967312471004
0	-1.1797758926891073,1.2315673575171868,0.4532660071421131,0.6393174197472916,1.2392103480948478,-0.3276702374132716,-0.6868946202056718,0.7008766321026796,-0.9650301214819245
0	1.1171711832699933,0.05745573143274484,1.05735718449515,-0.5957044047458538,-0.18364977539153504,-0.5686699117212917,0.056952705252214235,-0.373049831668675,0.014209130514442189
